ngay,gia,chenh_lech,pct_change
2020-08-11,12390.0,,0.0
2020-08-12,12200.0,-190.0,-0.015334947538337418
2020-08-13,12200.0,,0.0
2020-08-14,12200.0,,0.0
2020-08-15,12200.0,,0.0
2020-08-16,12200.0,,0.0
2020-08-17,12200.0,,0.0
2020-08-18,12200.0,,0.0
2020-08-19,12200.0,,0.0
2020-08-20,12200.0,,0.0
2020-08-21,12200.0,,0.0
2020-08-22,12200.0,,0.0
2020-08-23,12200.0,,0.0
2020-08-24,12200.0,,0.0
2020-08-25,12200.0,,0.0
2020-08-26,12200.0,,0.0
2020-08-27,11960.0,-240.0,-0.01967213114754096
2020-08-28,11960.0,,0.0
2020-08-29,11960.0,,0.0
2020-08-30,11960.0,,0.0
2020-08-31,11960.0,,0.0
2020-09-01,11960.0,,0.0
2020-09-02,11960.0,,0.0
2020-09-03,11960.0,,0.0
2020-09-04,11960.0,,0.0
2020-09-05,11960.0,,0.0
2020-09-06,11960.0,,0.0
2020-09-07,11960.0,,0.0
2020-09-08,11960.0,,0.0
2020-09-09,11960.0,,0.0
2020-09-10,11960.0,,0.0
2020-09-11,11510.0,-450.0,-0.0376254180602007
2020-09-12,11510.0,,0.0
2020-09-13,11510.0,,0.0
2020-09-14,11510.0,,0.0
2020-09-15,11510.0,,0.0
2020-09-16,11510.0,,0.0
2020-09-17,11510.0,,0.0
2020-09-18,11510.0,,0.0
2020-09-19,11510.0,,0.0
2020-09-20,11510.0,,0.0
2020-09-21,11510.0,,0.0
2020-09-22,11510.0,,0.0
2020-09-23,11510.0,,0.0
2020-09-24,11510.0,,0.0
2020-09-25,11510.0,,0.0
2020-09-26,11120.0,-390.0,-0.03388357949609033
2020-09-27,11120.0,,0.0
2020-09-28,11120.0,,0.0
2020-09-29,11120.0,,0.0
2020-09-30,11120.0,,0.0
2020-10-01,11120.0,,0.0
2020-10-02,11120.0,,0.0
2020-10-03,11120.0,,0.0
2020-10-04,11120.0,,0.0
2020-10-05,11120.0,,0.0
2020-10-06,11120.0,,0.0
2020-10-07,11120.0,,0.0
2020-10-08,11120.0,,0.0
2020-10-09,11120.0,,0.0
2020-10-10,11120.0,,0.0
